date,price,short_mavg,long_mavg,macd,signal_line,rsi,bollinger_upper,bollinger_lower,buy_signal,sell_signal,positions,portfolio_value,open,high,low
2020-01-01,100.99342830602247,100.99342830602247,100.99342830602247,0.0,0.0,,,,False,False,0.0,10000.0,,101.10405085635304,100.66604901499689
2020-01-02,100.71415259027019,100.95046281129135,100.97274121596675,-0.022278404675404317,-0.0044556809350808635,,,,False,True,-1.0,10000.0,100.59406781135164,100.73264439480134,100.5567949818332
2020-01-03,102.01878063541503,101.11481939961806,101.05022561740736,0.06459378221069301,0.00935421169407391,,,,False,False,1.0,10000.0,100.85155715997486,102.0738839139832,100.6622240294697
2020-01-04,105.12633361185657,101.73197543227013,101.35215954292212,0.37981588934800925,0.08344654722486099,,,,False,False,0.0,10304.605971281602,102.22942465388509,105.30444950020815,101.81855716146734
2020-01-05,104.63401989610644,102.17844381132187,101.59526030982467,0.5831835014972029,0.18339393807932935,,,,False,False,0.0,10256.348806014208,104.63390729978181,105.05390872593387,104.4071278326859
2020-01-06,104.14404607586974,102.48084415971385,101.78405925545763,0.6967849042562193,0.2860721313147073,,,,False,False,0.0,10208.321000037216,105.0904463046303,105.3910305408285,103.62479305081517
2020-01-07,107.43335832030584,103.24276941518954,102.2025258528538,1.0402435623357462,0.4369064175189151,,,,False,False,0.0,10530.743226998657,103.6774508430826,107.7087463978155,103.3876416354155
2020-01-08,109.08232012519647,104.14116183211368,102.7121402433977,1.4290215887159832,0.6353294517583288,,,,False,False,0.0,10692.376388522467,107.477724360183,109.24239233402827,107.30513547360336
2020-01-09,108.05809302005373,104.7437666302583,103.1081367453722,1.6356298848861002,0.8353895383838832,,,,False,False,0.0,10591.980451738727,109.31036819027932,109.81961990094865,107.93916896940681
2020-01-10,109.23065309322925,105.43405685533077,103.56165647484309,1.8724003804876759,1.0427917068046417,,,,False,False,0.0,10706.916159249866,108.45895518086695,109.4474841544401,108.26886972627636
2020-01-11,108.21826474841201,105.86239653118942,103.90659042103337,1.9558061101560469,1.2253945874749228,,,,False,False,0.0,10607.680671576747,109.46450164738476,109.51216947895674,108.0166902261755
2020-01-12,107.21025543295045,106.06975943915266,104.15130634784205,1.9184530913106101,1.3640062882420603,,,,False,False,0.0,10508.87442147424,108.54478964416877,108.87968642011111,107.17342137824782
2020-01-13,107.72907217174506,106.32503832108995,104.41632603850154,1.9087122825884109,1.4729474871113304,,,,False,False,0.0,10559.72944400668,107.03812957427849,107.79039069427883,106.84033691905071
2020-01-14,103.60675406051476,105.90684074253991,104.35635774383584,1.5504829987040694,1.4884545894298782,56.71104362178782,,,False,True,-1.0,10155.655009323693,108.06823034574782,108.25476861633271,103.36626282981456
2020-01-15,100.03249130755927,105.00309467561982,104.0360713411487,0.9670233344711221,1.384168338438127,47.91504958516187,,,False,True,0.0,10155.655009323693,103.17172468207191,103.43347750628085,99.6710050179669
2020-01-16,98.90755085993634,104.0653187039762,103.65618093513297,0.4091377688432374,1.189162224519149,46.218958448517974,,,False,True,0.0,10155.655009323693,100.42743624471382,100.86641587902137,98.58277333537971
2020-01-17,96.90401794899627,102.96358012628698,103.15602071393765,-0.1924405876506654,0.9128416620851862,39.5995623049877,,,False,True,0.0,10155.655009323693,98.95462331358604,99.19881689331237,96.56060675011648
2020-01-18,97.51305453216101,102.12503772719067,102.73802321899124,-0.6129854918005719,0.6076762313080346,32.768099372452426,,,False,True,0.0,10155.655009323693,97.2114922369525,97.85545151889967,97.20742700697326
2020-01-19,95.7421705083047,101.14305815505438,102.21981190708854,-1.0767537520341648,0.27079023463959473,30.975300500971798,,,False,True,0.0,10155.655009323693,97.46655863494148,97.95039083820178,95.63797076188101
2020-01-20,93.03783007264963,99.89609998853057,101.53966510453752,-1.643565116006954,-0.11208083548971504,28.294258905948155,112.7738258995503,93.25983883220522,False,True,0.0,10155.655009323693,95.87963491005165,95.94267055410396,92.73002172072019
2020-01-21,95.76504569483187,99.26055317411539,101.1119155186334,-1.8513623445180087,-0.4599371372953738,26.683421662159745,113.00824165198942,92.50258481864704,False,True,0.0,10155.655009323693,93.06239453546603,95.8965940803078,92.83718848780346
2020-01-22,95.33261614017381,98.65625516889361,100.68381926837714,-2.027564099483527,-0.7734625297330044,21.12008837974855,113.23519637723022,91.73747644839658,False,True,0.0,10155.655009323693,95.9868275061653,96.17619803469755,95.3300834024925
2020-01-23,95.4613689484968,98.16473421190949,100.29697109653414,-2.1322368846246462,-1.0452174007113328,22.507626045692845,113.35796799886677,90.95896365806823,False,True,0.0,10155.655009323693,94.93377305689746,95.66271042541862,94.5519044978469
2020-01-24,92.7412007032403,97.330344441345,99.7372844007346,-2.4069399593895895,-1.3175619124469842,16.289022088237246,113.3979754231925,89.68044294288087,False,True,0.0,10155.655009323693,95.04167502932066,95.23699568664861,92.38284426453077
2020-01-25,91.73146655294897,96.468978612361,99.14426085645418,-2.6752822440931823,-1.5891059787762238,16.29079003836219,113.42853313420943,88.35962989754819,False,True,0.0,10155.655009323693,92.50666120592165,92.92646152352297,91.47993008241328
2020-01-26,91.9349683895077,95.77143857807587,98.61023919223592,-2.83880061416005,-1.8390449058529894,17.705434399130468,113.33038263840254,87.23687262471887,False,True,0.0,10155.655009323693,91.41916189505926,92.2631912324984,91.38878178736314
2020-01-27,89.81863722637078,94.85562298550585,97.95900941698665,-3.1033864314808,-2.091913210978552,14.530208187330501,112.7911667481032,86.01461640562471,False,True,0.0,10155.655009323693,92.27676749393163,92.55724513442661,89.47440054055818
2020-01-28,90.4935309066999,94.18453189645878,97.40601100881726,-3.2214791123584803,-2.317826391254538,19.923833513832022,111.6109941321949,85.33591009968335,False,True,0.0,10155.655009323693,89.56643905629352,90.63351205472793,89.30503331888416
2020-01-29,89.40645258970137,93.44944277234227,96.8134511259198,-3.364008353577532,-2.5270627837191366,22.489704156747607,110.45986674112275,84.62187344772029,False,True,0.0,10155.655009323693,90.92415817904883,91.29867041505541,89.0568912515773
2020-01-30,88.88486652146928,92.74720027220796,96.22614856262717,-3.4789482904192113,-2.717439885059152,23.214965231778606,108.75258057803647,84.29458095363056,False,True,0.0,10155.655009323693,89.2606269030994,89.68687340302712,88.55077186608418
2020-01-31,87.81521428320737,91.9884331969771,95.60311639378125,-3.614683196804151,-2.896888547408152,24.43461472781175,107.00730276481598,83.99955372033058,False,True,0.0,10155.655009323693,88.60231745513352,88.96611780975414,87.46263528811318
2020-02-01,91.06837839690262,91.84688630465794,95.26720987549395,-3.420323570836004,-3.001575552093722,34.21948913431072,104.93766158084821,84.45500720069356,False,True,0.0,10155.655009323693,88.0696136480298,91.06909105486166,87.84150979665571
2020-02-02,91.04379498950776,91.72333379463484,94.95436432838386,-3.2310305337490206,-3.047466548424782,37.41962482009018,102.16896790287092,85.55517316044714,False,True,0.0,10155.655009323693,91.21291099444105,91.50315110211744,90.97991660617569
2020-02-03,89.1178346500273,91.32248777238753,94.52202879665374,-3.1995410242662103,-3.0778814435930677,39.04726423165395,100.31689386032781,85.9583552619415,False,True,0.0,10155.655009323693,91.04215230129432,91.0654296772205,88.8187741463434
2020-02-04,90.58390307940797,91.20885935808299,94.23031578056147,-3.0214564224784795,-3.06659643937015,34.42595765316595,99.1433783975557,86.1870119018985,False,True,0.0,10155.655009323693,89.16717344780828,90.70057841680429,88.89054397975055
2020-02-05,88.37212742212625,90.77243906024349,93.79637590215886,-3.023936841915372,-3.0580645198791947,31.099239552512785,98.17787750425524,86.09897045141793,False,True,0.0,10155.655009323693,90.78246460578646,90.80948360079891,88.04415495593307
2020-02-06,88.74128182675834,90.459953332015,93.42192448916623,-2.9619711571512255,-3.0388458473336013,31.9872079113769,97.51146207709915,85.94911226635021,False,True,0.0,10155.655009323693,88.1321571001268,89.00918973903782,88.05729720255886
2020-02-07,85.26320905174445,89.66045421197337,92.81757519750535,-3.157120985531975,-3.0625008749732765,30.738299835945,96.91496636700579,85.32062342840193,False,True,0.0,10155.655009323693,89.18173490600805,89.48789130427923,85.18008799559944
2020-02-08,82.9983009568077,88.6355075573325,92.09022155004627,-3.4547139927137636,-3.1409434985213744,28.871438843613205,96.90514658072199,84.05605625953602,False,True,0.0,10155.655009323693,85.66803293814905,85.71707259189327,82.62878857138281
2020-02-09,83.3250839188356,87.81851930525605,91.44095209588252,-3.622432790626476,-3.237241356942395,29.29321874540676,97.04367206287323,82.9462561620034,False,True,0.0,10155.655009323693,83.12306872237731,83.48500095454077,82.81136644197237
2020-02-10,84.55573971382307,87.31655321426636,90.93093636387813,-3.6143831496117684,-3.31266971547627,36.77952020652279,96.33238928377935,82.53660834299637,False,True,0.0,10155.655009323693,83.07472741393184,84.74862679131901,82.6974732432901
2020-02-11,84.84554314941315,86.93639781967356,90.48016649613999,-3.543768676466428,-3.3588895076743017,35.53225942662884,95.50808794629386,82.31220238140581,False,True,0.0,10155.655009323693,84.70813303738407,85.00210566982433,84.3867862455708
2020-02-12,84.64929832274261,86.58453635860725,90.04825033514759,-3.4637139765403333,-3.379854401447508,37.23145556604255,94.45960725709764,82.27947600802662,False,True,0.0,10155.655009323693,84.48257256590969,84.70052172959551,84.23032648355247
